example_id,complex_name,path,generated_chain,context_chain
ame:4lep__3__1.B__1.E,4lep__3__1.B__1.E,structures/ame/4lep__3__1.B__1.E.cif,1.B,1.B
ame:4lge__1__1.A__1.D,4lge__1__1.A__1.D,structures/ame/4lge__1__1.A__1.D.cif,1.A,1.A
ame:4lgu__2__1.B__1.F,4lgu__2__1.B__1.F,structures/ame/4lgu__2__1.B__1.F.cif,1.B,1.B
ame:4lip__1__1.A__1.D,4lip__1__1.A__1.D,structures/ame/4lip__1__1.A__1.D.cif,1.A,1.A
ame:4lq3__1__1.A__1.F,4lq3__1__1.A__1.F,structures/ame/4lq3__1__1.A__1.F.cif,1.A,1.A
ame:4lq9__1__1.A__1.B,4lq9__1__1.A__1.B,structures/ame/4lq9__1__1.A__1.B.cif,1.A,1.A
ame:4lrh__1__1.A__1.I,4lrh__1__1.A__1.I,structures/ame/4lrh__1__1.A__1.I.cif,1.A,1.A
ame:4lrh__1__1.A__1.J,4lrh__1__1.A__1.J,structures/ame/4lrh__1__1.A__1.J.cif,1.A,1.A
ame:4luz__1__1.A__1.B,4luz__1__1.A__1.B,structures/ame/4luz__1__1.A__1.B.cif,1.A,1.A
ame:4lw1__1__1.A__1.C,4lw1__1__1.A__1.C,structures/ame/4lw1__1__1.A__1.C.cif,1.A,1.A
ame:4lwc__1__1.A__1.B,4lwc__1__1.A__1.B,structures/ame/4lwc__1__1.A__1.B.cif,1.A,1.A
ame:4lzj__2__1.B_1.C__1.E,4lzj__2__1.B_1.C__1.E,structures/ame/4lzj__2__1.B_1.C__1.E.cif,"1.B,1.C","1.B,1.C"
ame:4m82__1__1.A__1.B,4m82__1__1.A__1.B,structures/ame/4m82__1__1.A__1.B.cif,1.A,1.A
ame:4m82__1__1.A__1.C,4m82__1__1.A__1.C,structures/ame/4m82__1__1.A__1.C.cif,1.A,1.A
ame:4mbs__1__1.A__1.C,4mbs__1__1.A__1.C,structures/ame/4mbs__1__1.A__1.C.cif,1.A,1.A
ame:4mc3__1__1.A__1.B,4mc3__1__1.A__1.B,structures/ame/4mc3__1__1.A__1.B.cif,1.A,1.A
ame:4mqu__1__1.A__1.C,4mqu__1__1.A__1.C,structures/ame/4mqu__1__1.A__1.C.cif,1.A,1.A
ame:4mqu__1__1.A__1.D,4mqu__1__1.A__1.D,structures/ame/4mqu__1__1.A__1.D.cif,1.A,1.A
ame:4mro__1__1.A__1.C,4mro__1__1.A__1.C,structures/ame/4mro__1__1.A__1.C.cif,1.A,1.A
ame:4mro__2__1.B__1.R,4mro__2__1.B__1.R,structures/ame/4mro__2__1.B__1.R.cif,1.B,1.B
ame:4msu__1__1.A__1.C,4msu__1__1.A__1.C,structures/ame/4msu__1__1.A__1.C.cif,1.A,1.A
ame:4msu__1__1.A__1.D,4msu__1__1.A__1.D,structures/ame/4msu__1__1.A__1.D.cif,1.A,1.A
ame:4mt4__1__1.C__1.Z,4mt4__1__1.C__1.Z,structures/ame/4mt4__1__1.C__1.Z.cif,1.C,1.C
ame:4mti__1__1.A__1.D,4mti__1__1.A__1.D,structures/ame/4mti__1__1.A__1.D.cif,1.A,1.A
ame:4mu7__1__1.A__1.D,4mu7__1__1.A__1.D,structures/ame/4mu7__1__1.A__1.D.cif,1.A,1.A
ame:4mvn__1__1.A__1.E,4mvn__1__1.A__1.E,structures/ame/4mvn__1__1.A__1.E.cif,1.A,1.A
ame:4mvn__2__1.B__1.F,4mvn__2__1.B__1.F,structures/ame/4mvn__2__1.B__1.F.cif,1.B,1.B
ame:4mvn__3__1.C__1.G,4mvn__3__1.C__1.G,structures/ame/4mvn__3__1.C__1.G.cif,1.C,1.C
ame:4mvn__4__1.D__1.H,4mvn__4__1.D__1.H,structures/ame/4mvn__4__1.D__1.H.cif,1.D,1.D
ame:4my6__1__1.A__1.C,4my6__1__1.A__1.C,structures/ame/4my6__1__1.A__1.C.cif,1.A,1.A
ame:4n14__1__1.A__1.B,4n14__1__1.A__1.B,structures/ame/4n14__1__1.A__1.B.cif,1.A,1.A
ame:4n4d__1__1.A__1.C,4n4d__1__1.A__1.C,structures/ame/4n4d__1__1.A__1.C.cif,1.A,1.A
ame:4n5i__1__1.A__1.B,4n5i__1__1.A__1.B,structures/ame/4n5i__1__1.A__1.B.cif,1.A,1.A
ame:4n6y__1__1.A__1.B,4n6y__1__1.A__1.B,structures/ame/4n6y__1__1.A__1.B.cif,1.A,1.A
ame:4n70__1__1.A__1.B,4n70__1__1.A__1.B,structures/ame/4n70__1__1.A__1.B.cif,1.A,1.A
ame:4nbi__1__1.A_1.B__1.E,4nbi__1__1.A_1.B__1.E,structures/ame/4nbi__1__1.A_1.B__1.E.cif,"1.A,1.B","1.A,1.B"
ame:4nbj__3__1.E_1.F__1.M,4nbj__3__1.E_1.F__1.M,structures/ame/4nbj__3__1.E_1.F__1.M.cif,"1.F,1.E","1.F,1.E"
ame:4ne2__1__1.A__1.D,4ne2__1__1.A__1.D,structures/ame/4ne2__1__1.A__1.D.cif,1.A,1.A
ame:4ney__1__1.A_1.B__1.D,4ney__1__1.A_1.B__1.D,structures/ame/4ney__1__1.A_1.B__1.D.cif,"1.B,1.A","1.B,1.A"
ame:4nj4__2__1.B__1.L,4nj4__2__1.B__1.L,structures/ame/4nj4__2__1.B__1.L.cif,1.B,1.B
ame:4nni__2__1.B__1.F,4nni__2__1.B__1.F,structures/ame/4nni__2__1.B__1.F.cif,1.B,1.B
ame:4nnr__1__1.A__1.C,4nnr__1__1.A__1.C,structures/ame/4nnr__1__1.A__1.C.cif,1.A,1.A
ame:4nrt__1__1.A__1.B,4nrt__1__1.A__1.B,structures/ame/4nrt__1__1.A__1.B.cif,1.A,1.A
ame:4nru__1__1.A__1.G,4nru__1__1.A__1.G,structures/ame/4nru__1__1.A__1.G.cif,1.A,1.A
ame:4nzn__1__1.A__1.C,4nzn__1__1.A__1.C,structures/ame/4nzn__1__1.A__1.C.cif,1.A,1.A
ame:4nzo__1__1.A__1.C,4nzo__1__1.A__1.C,structures/ame/4nzo__1__1.A__1.C.cif,1.A,1.A
ame:4o0a__1__1.A__1.B,4o0a__1__1.A__1.B,structures/ame/4o0a__1__1.A__1.B.cif,1.A,1.A
ame:4o24__1__1.A_1.B__1.F,4o24__1__1.A_1.B__1.F,structures/ame/4o24__1__1.A_1.B__1.F.cif,"1.A,1.B","1.A,1.B"
ame:4o43__1__1.A__1.E,4o43__1__1.A__1.E,structures/ame/4o43__1__1.A__1.E.cif,1.A,1.A
ame:4o4k__1__1.A__1.E,4o4k__1__1.A__1.E,structures/ame/4o4k__1__1.A__1.E.cif,1.A,1.A
ame:4o5f__1__1.A_1.B__1.L,4o5f__1__1.A_1.B__1.L,structures/ame/4o5f__1__1.A_1.B__1.L.cif,"1.A,1.B","1.A,1.B"
ame:4o5g__1__1.B__1.H,4o5g__1__1.B__1.H,structures/ame/4o5g__1__1.B__1.H.cif,1.B,1.B
ame:4o9g__1__1.B__1.F,4o9g__1__1.B__1.F,structures/ame/4o9g__1__1.B__1.F.cif,1.B,1.B
ame:4o9s__3__1.A_2.B__1.C,4o9s__3__1.A_2.B__1.C,structures/ame/4o9s__3__1.A_2.B__1.C.cif,"1.A,2.B","1.A,2.B"
ame:4oad__1__1.A__1.G,4oad__1__1.A__1.G,structures/ame/4oad__1__1.A__1.G.cif,1.A,1.A
ame:4ocz__1__2.A__2.D,4ocz__1__2.A__2.D,structures/ame/4ocz__1__2.A__2.D.cif,2.A,2.A
ame:4od0__1__2.A__2.D,4od0__1__2.A__2.D,structures/ame/4od0__1__2.A__2.D.cif,2.A,2.A
ame:4odo__3__1.C__1.O,4odo__3__1.C__1.O,structures/ame/4odo__3__1.C__1.O.cif,1.C,1.C
ame:4ofg__1__1.A__1.H,4ofg__1__1.A__1.H,structures/ame/4ofg__1__1.A__1.H.cif,1.A,1.A
ame:4og3__1__1.A__1.C,4og3__1__1.A__1.C,structures/ame/4og3__1__1.A__1.C.cif,1.A,1.A
ame:4og6__1__1.A__1.C,4og6__1__1.A__1.C,structures/ame/4og6__1__1.A__1.C.cif,1.A,1.A
ame:4og8__1__1.A__1.I,4og8__1__1.A__1.I,structures/ame/4og8__1__1.A__1.I.cif,1.A,1.A
ame:4olc__2__1.C__1.J,4olc__2__1.C__1.J,structures/ame/4olc__2__1.C__1.J.cif,1.C,1.C
ame:4oon__1__1.A__1.B,4oon__1__1.A__1.B,structures/ame/4oon__1__1.A__1.B.cif,1.A,1.A
ame:4opx__1__1.B__1.I,4opx__1__1.B__1.I,structures/ame/4opx__1__1.B__1.I.cif,1.B,1.B
ame:4oqb__1__1.B__1.I,4oqb__1__1.B__1.I,structures/ame/4oqb__1__1.B__1.I.cif,1.B,1.B
ame:4oqp__1__1.A__1.B,4oqp__1__1.A__1.B,structures/ame/4oqp__1__1.A__1.B.cif,1.A,1.A
ame:4ouk__1__1.A__1.B,4ouk__1__1.A__1.B,structures/ame/4ouk__1__1.A__1.B.cif,1.A,1.A
ame:4p06__2__1.B_2.B__2.G,4p06__2__1.B_2.B__2.G,structures/ame/4p06__2__1.B_2.B__2.G.cif,"1.B,2.B","1.B,2.B"
ame:4p2t__1__1.A__1.C,4p2t__1__1.A__1.C,structures/ame/4p2t__1__1.A__1.C.cif,1.A,1.A
ame:4p3h__1__1.A__1.C,4p3h__1__1.A__1.C,structures/ame/4p3h__1__1.A__1.C.cif,1.A,1.A
ame:4p7m__1__1.A_1.C__1.D,4p7m__1__1.A_1.C__1.D,structures/ame/4p7m__1__1.A_1.C__1.D.cif,"1.A,1.C","1.A,1.C"
ame:4p7s__1__1.B_1.C__1.E,4p7s__1__1.B_1.C__1.E,structures/ame/4p7s__1__1.B_1.C__1.E.cif,"1.B,1.C","1.B,1.C"
ame:4pe6__2__1.B__1.D,4pe6__2__1.B__1.D,structures/ame/4pe6__2__1.B__1.D.cif,1.B,1.B
ame:4pid__1__1.A__1.D,4pid__1__1.A__1.D,structures/ame/4pid__1__1.A__1.D.cif,1.A,1.A
ame:4pie__1__1.A__1.C,4pie__1__1.A__1.C,structures/ame/4pie__1__1.A__1.C.cif,1.A,1.A
ame:4pjt__1__1.A__1.I,4pjt__1__1.A__1.I,structures/ame/4pjt__1__1.A__1.I.cif,1.A,1.A
ame:4pjv__2__1.B__1.F,4pjv__2__1.B__1.F,structures/ame/4pjv__2__1.B__1.F.cif,1.B,1.B
ame:4pnc__1__1.A__1.B,4pnc__1__1.A__1.B,structures/ame/4pnc__1__1.A__1.B.cif,1.A,1.A
ame:4pse__2__1.B__1.F,4pse__2__1.B__1.F,structures/ame/4pse__2__1.B__1.F.cif,1.B,1.B
ame:4psq__2__1.B__1.M,4psq__2__1.B__1.M,structures/ame/4psq__2__1.B__1.M.cif,1.B,1.B
ame:4q3d__1__1.A__1.H,4q3d__1__1.A__1.H,structures/ame/4q3d__1__1.A__1.H.cif,1.A,1.A
ame:4q4d__1__1.A__1.C,4q4d__1__1.A__1.C,structures/ame/4q4d__1__1.A__1.C.cif,1.A,1.A
ame:4q5v__1__1.A__1.G,4q5v__1__1.A__1.G,structures/ame/4q5v__1__1.A__1.G.cif,1.A,1.A
ame:4qde__1__1.A_1.B__1.F,4qde__1__1.A_1.B__1.F,structures/ame/4qde__1__1.A_1.B__1.F.cif,"1.B,1.A","1.B,1.A"
ame:4qdv__1__1.A_1.B__1.E,4qdv__1__1.A_1.B__1.E,structures/ame/4qdv__1__1.A_1.B__1.E.cif,"1.B,1.A","1.B,1.A"
ame:4qia__1__1.A__1.C,4qia__1__1.A__1.C,structures/ame/4qia__1__1.A__1.C.cif,1.A,1.A
ame:4qjg__2__1.B__1.D,4qjg__2__1.B__1.D,structures/ame/4qjg__2__1.B__1.D.cif,1.B,1.B
ame:4qkx__1__1.A__1.E,4qkx__1__1.A__1.E,structures/ame/4qkx__1__1.A__1.E.cif,1.A,1.A
ame:4qsp__2__2.A__2.B,4qsp__2__2.A__2.B,structures/ame/4qsp__2__2.A__2.B.cif,2.A,2.A
ame:4qsw__1__1.A__1.H,4qsw__1__1.A__1.H,structures/ame/4qsw__1__1.A__1.H.cif,1.A,1.A
ame:4qsx__1__1.A__1.H,4qsx__1__1.A__1.H,structures/ame/4qsx__1__1.A__1.H.cif,1.A,1.A
ame:4qtc__1__1.A__1.E,4qtc__1__1.A__1.E,structures/ame/4qtc__1__1.A__1.E.cif,1.A,1.A
ame:4qzz__1__1.BA__1.RA,4qzz__1__1.BA__1.RA,structures/ame/4qzz__1__1.BA__1.RA.cif,1.BA,1.BA
ame:4r00__1__1.BA__1.TA,4r00__1__1.BA__1.TA,structures/ame/4r00__1__1.BA__1.TA.cif,1.BA,1.BA
ame:4r0q__1__1.A__1.C,4r0q__1__1.A__1.C,structures/ame/4r0q__1__1.A__1.C.cif,1.A,1.A
ame:4r1g__1__1.A__1.C,4r1g__1__1.A__1.C,structures/ame/4r1g__1__1.A__1.C.cif,1.A,1.A
ame:4r23__1__1.A__1.C,4r23__1__1.A__1.C,structures/ame/4r23__1__1.A__1.C.cif,1.A,1.A
ame:4r3j__1__1.A__1.C,4r3j__1__1.A__1.C,structures/ame/4r3j__1__1.A__1.C.cif,1.A,1.A
ame:4r4c__1__1.A__1.B,4r4c__1__1.A__1.B,structures/ame/4r4c__1__1.A__1.B.cif,1.A,1.A
ame:4r4i__1__1.A__1.B,4r4i__1__1.A__1.B,structures/ame/4r4i__1__1.A__1.B.cif,1.A,1.A
ame:4r4q__1__1.A__1.B,4r4q__1__1.A__1.B,structures/ame/4r4q__1__1.A__1.B.cif,1.A,1.A
ame:4r4t__1__1.A__1.B,4r4t__1__1.A__1.B,structures/ame/4r4t__1__1.A__1.B.cif,1.A,1.A
ame:4r5w__2__1.B__1.K,4r5w__2__1.B__1.K,structures/ame/4r5w__2__1.B__1.K.cif,1.B,1.B
ame:4r67__1__1.I_1.J__1.FB,4r67__1__1.I_1.J__1.FB,structures/ame/4r67__1__1.I_1.J__1.FB.cif,"1.I,1.J","1.I,1.J"
ame:4r6e__4__1.D__1.N,4r6e__4__1.D__1.N,structures/ame/4r6e__4__1.D__1.N.cif,1.D,1.D
ame:4ra7__2__1.B__1.D,4ra7__2__1.B__1.D,structures/ame/4ra7__2__1.B__1.D.cif,1.B,1.B
ame:4rbm__1__1.A__1.R,4rbm__1__1.A__1.R,structures/ame/4rbm__1__1.A__1.R.cif,1.A,1.A
ame:4rei__1__1.A__1.B,4rei__1__1.A__1.B,structures/ame/4rei__1__1.A__1.B.cif,1.A,1.A
ame:4rga__2__3.B__3.D,4rga__2__3.B__3.D,structures/ame/4rga__2__3.B__3.D.cif,3.B,3.B
ame:4rgg__2__3.B__3.D,4rgg__2__3.B__3.D,structures/ame/4rgg__2__3.B__3.D.cif,3.B,3.B
ame:4rks__2__1.B__1.F,4rks__2__1.B__1.F,structures/ame/4rks__2__1.B__1.F.cif,1.B,1.B
ame:4rkx__1__1.A__1.C,4rkx__1__1.A__1.C,structures/ame/4rkx__1__1.A__1.C.cif,1.A,1.A
ame:4rp8__1__1.B__1.D,4rp8__1__1.B__1.D,structures/ame/4rp8__1__1.B__1.D.cif,1.B,1.B
ame:4rp9__1__1.A__1.B,4rp9__1__1.A__1.B,structures/ame/4rp9__1__1.A__1.B.cif,1.A,1.A
ame:4rpv__1__1.A__1.B,4rpv__1__1.A__1.B,structures/ame/4rpv__1__1.A__1.B.cif,1.A,1.A
ame:4rqr__1__1.A__1.C,4rqr__1__1.A__1.C,structures/ame/4rqr__1__1.A__1.C.cif,1.A,1.A
ame:4rv6__1__1.A__1.G,4rv6__1__1.A__1.G,structures/ame/4rv6__1__1.A__1.G.cif,1.A,1.A
ame:4std__1__1.C__1.F,4std__1__1.C__1.F,structures/ame/4std__1__1.C__1.F.cif,1.C,1.C
ame:4tsy__1__1.B_1.C__1.V,4tsy__1__1.B_1.C__1.V,structures/ame/4tsy__1__1.B_1.C__1.V.cif,"1.B,1.C","1.B,1.C"
ame:4tte__1__1.A__1.E,4tte__1__1.A__1.E,structures/ame/4tte__1__1.A__1.E.cif,1.A,1.A
ame:4tts__1__1.A__1.B,4tts__1__1.A__1.B,structures/ame/4tts__1__1.A__1.B.cif,1.A,1.A
ame:4tu4__1__1.A__1.E,4tu4__1__1.A__1.E,structures/ame/4tu4__1__1.A__1.E.cif,1.A,1.A
ame:4tvj__2__1.B__1.F,4tvj__2__1.B__1.F,structures/ame/4tvj__2__1.B__1.F.cif,1.B,1.B
ame:4twl__1__1.A__1.E,4twl__1__1.A__1.E,structures/ame/4twl__1__1.A__1.E.cif,1.A,1.A
ame:4tz2__1__1.A__1.F,4tz2__1__1.A__1.F,structures/ame/4tz2__1__1.A__1.F.cif,1.A,1.A
ame:4u2y__1__1.A__1.C,4u2y__1__1.A__1.C,structures/ame/4u2y__1__1.A__1.C.cif,1.A,1.A
ame:4u2z__1__1.B__1.D,4u2z__1__1.B__1.D,structures/ame/4u2z__1__1.B__1.D.cif,1.B,1.B
ame:4u31__1__1.B__1.D,4u31__1__1.B__1.D,structures/ame/4u31__1__1.B__1.D.cif,1.B,1.B
ame:4uc1__1__1.A__1.J,4uc1__1__1.A__1.J,structures/ame/4uc1__1__1.A__1.J.cif,1.A,1.A
ame:4ucc__2__1.B__1.D,4ucc__2__1.B__1.D,structures/ame/4ucc__2__1.B__1.D.cif,1.B,1.B
ame:4ucd__1__1.A__1.C,4ucd__1__1.A__1.C,structures/ame/4ucd__1__1.A__1.C.cif,1.A,1.A
ame:4uce__1__1.A__1.C,4uce__1__1.A__1.C,structures/ame/4uce__1__1.A__1.C.cif,1.A,1.A
ame:4und__1__1.A__1.C,4und__1__1.A__1.C,structures/ame/4und__1__1.A__1.C.cif,1.A,1.A
ame:4uor__1__1.A__1.M,4uor__1__1.A__1.M,structures/ame/4uor__1__1.A__1.M.cif,1.A,1.A
ame:4up5__1__1.A__1.D,4up5__1__1.A__1.D,structures/ame/4up5__1__1.A__1.D.cif,1.A,1.A
ame:4us9__1__1.A__1.D,4us9__1__1.A__1.D,structures/ame/4us9__1__1.A__1.D.cif,1.A,1.A
ame:4us9__1__1.A__1.M,4us9__1__1.A__1.M,structures/ame/4us9__1__1.A__1.M.cif,1.A,1.A
ame:4usa__1__1.A__1.M,4usa__1__1.A__1.M,structures/ame/4usa__1__1.A__1.M.cif,1.A,1.A
ame:4usa__1__2.A__2.L,4usa__1__2.A__2.L,structures/ame/4usa__1__2.A__2.L.cif,2.A,2.A
ame:4uu5__1__1.A__1.K,4uu5__1__1.A__1.K,structures/ame/4uu5__1__1.A__1.K.cif,1.A,1.A
ame:4uug__1__1.A_1.B__1.H,4uug__1__1.A_1.B__1.H,structures/ame/4uug__1__1.A_1.B__1.H.cif,"1.A,1.B","1.A,1.B"
ame:4uxb__2__1.B__1.E,4uxb__2__1.B__1.E,structures/ame/4uxb__2__1.B__1.E.cif,1.B,1.B
ame:4v24__1__1.A__1.C,4v24__1__1.A__1.C,structures/ame/4v24__1__1.A__1.C.cif,1.A,1.A
ame:4v36__1__1.A__1.C,4v36__1__1.A__1.C,structures/ame/4v36__1__1.A__1.C.cif,1.A,1.A
ame:4w6q__1__1.A_1.D__1.E,4w6q__1__1.A_1.D__1.E,structures/ame/4w6q__1__1.A_1.D__1.E.cif,"1.D,1.A","1.D,1.A"
ame:4wnb__1__1.A_1.B__1.E,4wnb__1__1.A_1.B__1.E,structures/ame/4wnb__1__1.A_1.B__1.E.cif,"1.A,1.B","1.A,1.B"
ame:4wri__1__1.A__1.B,4wri__1__1.A__1.B,structures/ame/4wri__1__1.A__1.B.cif,1.A,1.A
ame:4wvl__1__1.A__1.B,4wvl__1__1.A__1.B,structures/ame/4wvl__1__1.A__1.B.cif,1.A,1.A
ame:4x3v__1__1.A__1.D,4x3v__1__1.A__1.D,structures/ame/4x3v__1__1.A__1.D.cif,1.A,1.A
ame:4x50__2__1.B__1.D,4x50__2__1.B__1.D,structures/ame/4x50__2__1.B__1.D.cif,1.B,1.B
ame:4x5p__1__1.A__1.B,4x5p__1__1.A__1.B,structures/ame/4x5p__1__1.A__1.B.cif,1.A,1.A
ame:4x5q__1__1.A__1.B,4x5q__1__1.A__1.B,structures/ame/4x5q__1__1.A__1.B.cif,1.A,1.A
ame:4x5r__3__1.C__1.G,4x5r__3__1.C__1.G,structures/ame/4x5r__3__1.C__1.G.cif,1.C,1.C
ame:4x6x__1__1.B__1.D,4x6x__1__1.B__1.D,structures/ame/4x6x__1__1.B__1.D.cif,1.B,1.B
ame:4x6y__1__1.B__1.D,4x6y__1__1.B__1.D,structures/ame/4x6y__1__1.B__1.D.cif,1.B,1.B
ame:4xf5__1__1.A__1.E,4xf5__1__1.A__1.E,structures/ame/4xf5__1__1.A__1.E.cif,1.A,1.A
ame:4xhk__1__1.A__1.B,4xhk__1__1.A__1.B,structures/ame/4xhk__1__1.A__1.B.cif,1.A,1.A
ame:4xjj__1__1.A__1.B,4xjj__1__1.A__1.B,structures/ame/4xjj__1__1.A__1.B.cif,1.A,1.A
ame:4xo8__2__1.B__1.D,4xo8__2__1.B__1.D,structures/ame/4xo8__2__1.B__1.D.cif,1.B,1.B
ame:4xs9__1__1.A_1.B__1.D,4xs9__1__1.A_1.B__1.D,structures/ame/4xs9__1__1.A_1.B__1.D.cif,"1.A,1.B","1.A,1.B"
ame:4xu5__1__1.A__1.B,4xu5__1__1.A__1.B,structures/ame/4xu5__1__1.A__1.B.cif,1.A,1.A
ame:4xz0__1__1.A__1.B,4xz0__1__1.A__1.B,structures/ame/4xz0__1__1.A__1.B.cif,1.A,1.A
ame:4xz1__1__1.A__1.C,4xz1__1__1.A__1.C,structures/ame/4xz1__1__1.A__1.C.cif,1.A,1.A
ame:4xzj__1__1.A__1.B,4xzj__1__1.A__1.B,structures/ame/4xzj__1__1.A__1.B.cif,1.A,1.A
ame:4xzk__1__1.A__1.B,4xzk__1__1.A__1.B,structures/ame/4xzk__1__1.A__1.B.cif,1.A,1.A
ame:4y0d__1__1.A_1.B__1.F,4y0d__1__1.A_1.B__1.F,structures/ame/4y0d__1__1.A_1.B__1.F.cif,"1.A,1.B","1.A,1.B"
ame:4y0i__1__1.A_1.B__1.E,4y0i__1__1.A_1.B__1.E,structures/ame/4y0i__1__1.A_1.B__1.E.cif,"1.A,1.B","1.A,1.B"
ame:4y0i__2__1.C_1.D__1.K,4y0i__2__1.C_1.D__1.K,structures/ame/4y0i__2__1.C_1.D__1.K.cif,"1.D,1.C","1.D,1.C"
ame:4y2a__1__1.A__1.B,4y2a__1__1.A__1.B,structures/ame/4y2a__1__1.A__1.B.cif,1.A,1.A
ame:4y2j__1__2.A__2.C,4y2j__1__2.A__2.C,structures/ame/4y2j__1__2.A__2.C.cif,2.A,2.A
ame:4y2p__1__1.A__1.C,4y2p__1__1.A__1.C,structures/ame/4y2p__1__1.A__1.C.cif,1.A,1.A
ame:4y2q__1__2.A__2.C,4y2q__1__2.A__2.C,structures/ame/4y2q__1__2.A__2.C.cif,2.A,2.A
ame:4y2r__1__1.A__1.C,4y2r__1__1.A__1.C,structures/ame/4y2r__1__1.A__1.C.cif,1.A,1.A
ame:4y2s__1__1.A__1.C,4y2s__1__1.A__1.C,structures/ame/4y2s__1__1.A__1.C.cif,1.A,1.A
ame:4y2t__1__2.A__2.C,4y2t__1__2.A__2.C,structures/ame/4y2t__1__2.A__2.C.cif,2.A,2.A
ame:4y2u__1__1.A__1.C,4y2u__1__1.A__1.C,structures/ame/4y2u__1__1.A__1.C.cif,1.A,1.A
ame:4y2v__1__2.A__2.C,4y2v__1__2.A__2.C,structures/ame/4y2v__1__2.A__2.C.cif,2.A,2.A
ame:4y2x__1__2.A__2.C,4y2x__1__2.A__2.C,structures/ame/4y2x__1__2.A__2.C.cif,2.A,2.A
ame:4y2y__1__2.A__2.C,4y2y__1__2.A__2.C,structures/ame/4y2y__1__2.A__2.C.cif,2.A,2.A
ame:4y34__1__1.A__1.B,4y34__1__1.A__1.B,structures/ame/4y34__1__1.A__1.B.cif,1.A,1.A
ame:4y6k__2__1.C_2.D__2.F,4y6k__2__1.C_2.D__2.F,structures/ame/4y6k__2__1.C_2.D__2.F.cif,"1.C,2.D","1.C,2.D"
ame:4yab__1__1.A__1.E,4yab__1__1.A__1.E,structures/ame/4yab__1__1.A__1.E.cif,1.A,1.A
ame:4yad__1__1.A__1.E,4yad__1__1.A__1.E,structures/ame/4yad__1__1.A__1.E.cif,1.A,1.A
ame:4yat__2__1.B__1.H,4yat__2__1.B__1.H,structures/ame/4yat__2__1.B__1.H.cif,1.B,1.B
ame:4yax__2__1.B__1.J,4yax__2__1.B__1.J,structures/ame/4yax__2__1.B__1.J.cif,1.B,1.B
ame:4ybm__2__1.B__1.H,4ybm__2__1.B__1.H,structures/ame/4ybm__2__1.B__1.H.cif,1.B,1.B
ame:4ybt__1__1.A__1.E,4ybt__1__1.A__1.E,structures/ame/4ybt__1__1.A__1.E.cif,1.A,1.A
ame:4yc0__1__1.A__1.B,4yc0__1__1.A__1.B,structures/ame/4yc0__1__1.A__1.B.cif,1.A,1.A
ame:4yc9__1__1.A__1.E,4yc9__1__1.A__1.E,structures/ame/4yc9__1__1.A__1.E.cif,1.A,1.A
ame:4ydg__1__1.A_1.B__1.E,4ydg__1__1.A_1.B__1.E,structures/ame/4ydg__1__1.A_1.B__1.E.cif,"1.B,1.A","1.B,1.A"
ame:4yki__1__1.B__1.E,4yki__1__1.B__1.E,structures/ame/4yki__1__1.B__1.E.cif,1.B,1.B
ame:4ysx__1__1.B_1.C_1.D__1.O,4ysx__1__1.B_1.C_1.D__1.O,structures/ame/4ysx__1__1.B_1.C_1.D__1.O.cif,"1.B,1.C,1.D","1.B,1.C,1.D"
ame:4ysx__2__1.F_1.G_1.H__1.W,4ysx__2__1.F_1.G_1.H__1.W,structures/ame/4ysx__2__1.F_1.G_1.H__1.W.cif,"1.F,1.G,1.H","1.F,1.G,1.H"
ame:4ysy__1__1.B_1.C_1.D__1.N,4ysy__1__1.B_1.C_1.D__1.N,structures/ame/4ysy__1__1.B_1.C_1.D__1.N.cif,"1.B,1.C,1.D","1.B,1.C,1.D"
ame:4ysy__1__1.B_1.C_1.D__1.O,4ysy__1__1.B_1.C_1.D__1.O,structures/ame/4ysy__1__1.B_1.C_1.D__1.O.cif,"1.B,1.C,1.D","1.B,1.C,1.D"
ame:4ysz__2__1.F_1.G_1.H__1.V,4ysz__2__1.F_1.G_1.H__1.V,structures/ame/4ysz__2__1.F_1.G_1.H__1.V.cif,"1.F,1.G,1.H","1.F,1.G,1.H"
ame:4ysz__2__1.F_1.G_1.H__1.W,4ysz__2__1.F_1.G_1.H__1.W,structures/ame/4ysz__2__1.F_1.G_1.H__1.W.cif,"1.F,1.G,1.H","1.F,1.G,1.H"
ame:4yt0__2__1.F_1.G_1.H__1.U,4yt0__2__1.F_1.G_1.H__1.U,structures/ame/4yt0__2__1.F_1.G_1.H__1.U.cif,"1.F,1.G,1.H","1.F,1.G,1.H"
ame:4yt0__2__1.F_1.G_1.H__1.V,4yt0__2__1.F_1.G_1.H__1.V,structures/ame/4yt0__2__1.F_1.G_1.H__1.V.cif,"1.F,1.G,1.H","1.F,1.G,1.H"
ame:4ytm__2__1.F_1.G_1.H__1.V,4ytm__2__1.F_1.G_1.H__1.V,structures/ame/4ytm__2__1.F_1.G_1.H__1.V.cif,"1.F,1.G,1.H","1.F,1.G,1.H"
ame:4ytm__2__1.F_1.G_1.H__1.W,4ytm__2__1.F_1.G_1.H__1.W,structures/ame/4ytm__2__1.F_1.G_1.H__1.W.cif,"1.F,1.G,1.H","1.F,1.G,1.H"
